start_time,finish_time,experiment_item,parameter_configuration_number,parameter_configuration_file_name,stl_requirement,runaway_min_robustness,runaway_max_robustness,runaway_average_robustness,runaway_cumulative_robustness,boundary_min_robustness,boundary_max_robustness,boundary_average_robustness,boundary_cumulative_robustness,average_robustness_sum,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH
09-27-2022_21-06-36,09-27-2022_21-08-33,PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_65.ini,,-10,71,6.010050251,1196,-15,18,3.663316583,729,9.673366834,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,77,33,28,1,8,9,2,4,4,-15,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-10-34,09-27-2022_21-12-31,PRIORITY - RUNAWAY,6,experiments/config/bound_run/randomized_config/config_66.ini,,-6,76,13.01507538,2590,-6,18,3.271356784,651,16.28643216,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,73,19,21,2,4,9,1,2,5,-10,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-14-33,09-27-2022_21-16-29,PRIORITY - RUNAWAY,8,experiments/config/bound_run/randomized_config/config_68.ini,,-9,54,5.155778894,1026,-44,15,-4.040201005,-804,1.115577889,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,64,68,29,4,12,9,8,11,-5,-15,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-18-30,09-27-2022_21-20-27,PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config/config_70.ini,,39,108,75.03517588,14932,-6,8,1.236180905,246,76.27135679,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,0,78,0,9,12,9,7,10,18,-12,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-22-29,09-27-2022_21-24-28,PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config/config_71.ini,,-9,76,8.668341709,1725,-10,16,3.211055276,639,11.87939699,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,77,30,24,0,5,9,1,3,-5,-15,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_21-26-27,09-27-2022_21-28-24,PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_72.ini,,-9,35,10.59798995,2109,-17,18,-0.271356784,-54,10.32663317,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,38,76,26,8,14,9,10,11,-2,3,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_06-08-20,09-26-2022_06-10-16,PRIORITY - RUNAWAY,9,experiments/config/bound_run/randomized_config/config_59.ini,,-7,61,8.909547739,1773,-23,17,1.728643216,344,10.63819096,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,58,43,13,1,14,9,2,4,3,0,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_06-12-59,09-26-2022_06-14-55,PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config/config_60.ini,,-9,33,9.246231156,1840,-19,17,0.085427136,17,9.331658292,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,41,66,15,8,14,9,8,13,-3,7,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_06-25-25,09-26-2022_06-27-20,PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_62.ini,,-10,33,5.969849246,1188,-16,15,1,199,6.969849246,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,52,60,28,5,12,9,6,11,13,-4,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_06-30-08,09-26-2022_06-32-05,PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_63.ini,,-9,51,3.175879397,632,-29,17,-2.16080402,-430,1.015075377,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,82,51,15,2,9,9,3,7,9,-12,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_06-58-06,09-26-2022_07-00-01,PRIORITY - RUNAWAY,7,experiments/config/bound_run/randomized_config/config_67.ini,,-10,34,5.105527638,1016,-63,17,-3.547738693,-706,1.557788945,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,72,58,29,2,10,9,4,9,11,19,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-10-34,09-26-2022_07-12-30,PRIORITY - RUNAWAY,9,experiments/config/bound_run/randomized_config/config_69.ini,,-9,57,5.125628141,1020,-15,18,2.371859296,472,7.497487437,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,100,34,18,1,6,9,2,4,0,11,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-38-36,09-26-2022_07-40-32,PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_73.ini,,-9,74,12.71356784,2530,-20,19,3.105527638,618,15.81909548,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,50,33,20,1,11,9,2,3,-15,-2,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-46-25,09-26-2022_07-48-22,PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_74.ini,,-9,50,6.155778894,1225,-35,17,-5.487437186,-1092,0.668341708,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,61,76,13,4,10,9,5,8,7,-20,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_07-51-08,09-26-2022_07-53-05,PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_75.ini,,-9,41,8.391959799,1670,-14,17,1.286432161,256,9.67839196,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,46,66,28,5,13,9,8,10,6,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_15-34-21,09-26-2022_15-36-16,PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config/config_100.ini,,-10,41,6.51758794,1297,-19,18,0.261306533,52,6.778894473,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,47,74,35,4,13,9,8,10,6,-18,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
